Year,week,Temperature,Relative Temperature,Wind,Rel. humidity,Dew Point,Pressure,Daily minimum temperature,Daily maximum temperature,Clear,FogRain,FogSnowfall,FogSnowfallRain,FogThunderstormRain,HailFogThunderstormRain,Rain,Snowfall,SnowfallRain,Thunderstorm,ThunderstormRain,ThunderstormSnowfallRain
2019,1,-5.7023809523809526,-7.869047619047619,6.535714285714286,0.5125,-15.136904761904763,1033.982142857143,-10.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0
2019,2,-2.4497041420118344,-4.366863905325443,6.710059171597633,0.5023076923076923,-12.266272189349113,1027.7810650887575,-7.142857142857143,3.0,7,0,0,0,0,0,0,0,0,0,0,0
2019,3,-1.6184971098265897,-3.5028901734104045,7.179190751445087,0.5986127167630058,-9.271676300578035,1025.2947976878613,-7.142857142857143,4.428571428571429,5,0,0,0,0,0,0,2,0,0,0,0
2019,4,-1.6923076923076923,-4.650887573964497,11.08284023668639,0.4637278106508876,-13.071005917159763,1022.9763313609468,-8.428571428571429,4.142857142857143,6,0,0,0,0,0,0,1,0,0,0,0
2019,5,-0.9058823529411765,-3.4941176470588236,9.952941176470588,0.47894117647058826,-11.652941176470588,1024.3882352941177,-5.285714285714286,4.0,4,0,0,0,0,0,2,1,0,0,0,0
2019,6,-0.6878612716763006,-4.236994219653179,11.84393063583815,0.5007514450867052,-10.919075144508671,1021.5317919075145,-6.285714285714286,2.2857142857142856,5,1,0,0,0,0,0,0,1,0,0,0
2019,7,-2.691860465116279,-5.627906976744186,8.63953488372093,0.44377906976744186,-14.174418604651162,1029.906976744186,-7.285714285714286,1.4285714285714286,4,0,0,0,0,0,0,3,0,0,0,0
2019,8,0.6878612716763006,-0.8786127167630058,6.803468208092486,0.6110982658959537,-6.820809248554913,1024.086705202312,-3.7142857142857144,6.285714285714286,5,0,1,0,0,0,0,1,0,0,0,0
2019,9,4.167630057803469,3.260115606936416,6.757225433526012,0.5394797687861271,-5.531791907514451,1021.5664739884393,-1.2857142857142858,11.285714285714286,7,0,0,0,0,0,0,0,0,0,0,0
2019,10,3.5714285714285716,2.7857142857142856,5.142857142857143,0.61,-4.5,1015.4285714285714,0.7142857142857143,12.857142857142858,7,0,0,0,0,0,0,0,0,0,0,0
2019,11,4.082474226804123,2.2577319587628866,10.34020618556701,0.5641237113402062,-5.103092783505154,1019.979381443299,-1.5714285714285714,9.857142857142858,3,0,0,0,0,1,3,0,0,0,0,0
2019,12,4.2592592592592595,3.3703703703703702,8.0,0.6085185185185185,-3.6666666666666665,1023.0370370370371,-0.2857142857142857,11.714285714285714,5,0,0,0,0,0,1,0,0,0,1,0
2019,15,9.333333333333334,8.833333333333334,9.022222222222222,0.6428888888888888,1.4666666666666666,1016.5888888888888,4.285714285714286,15.857142857142858,4,1,0,0,0,0,2,0,0,0,0,0
2019,16,12.277456647398845,11.99421965317919,10.138728323699421,0.6138150289017341,3.61271676300578,1015.0635838150289,6.714285714285714,18.142857142857142,5,0,0,0,0,0,2,0,0,0,0,0
